,datano,꽃 이름,꽃 영문이름,꽃말,사용,생장
331,35,코르딜리네,"Cabbage palm, 'Ti' plant",당신 곁에 있겠습니다.,"잎 모양이 아름다운 대표적인 관엽식물 중 하나다. 종류가 많아 큰 것은 건물이나 사무실의 실내 화단용으로 적합하며, 키가 작으면서 잎에 적자주색 무늬가 들어있는 것들은 화분으로 가정이나 사무실 내에 두면 분위기가 달라진다.",추위에 매우 약해 10℃이상은 유지해줘야 정상적으로 자란다. 햇볕은 반그늘 진 곳이 적합하며 다소 습기가 있는 곳을 좋아하므로 물을 충분히 준다. 삽목으로 번식한다.
332,34,동백나무,Common camellia,"겸손한 아름다움, 자랑","남부지역에서 가정의 화단용, 사무실 주변 정원용은 물론 도로변 조경용에 이르기까지 관상용으로 많이 이용되는 종이다. 바깥에서 겨울나기가 어려운 중부이북지역에서는 분화 및 관엽용의 실내식물로써 중요한 품목 중 하나이다.",동백은 추위에는 약하지만 음지나 염해에 견디는 힘이 강하며 생장도 빠른 편으로 땅에 거름기가 있는 곳이면 정원수로 기르는 데 별 문제가 없다. 분화용은 잎이 노화되거나 꽃봉오리가 자주 떨어지는 경우가 있는데 이것은 영양이 부족하거나 환기가 불량할 때 주로 생긴다. 개화기에는 양분이 충분해야 하며 베란다 같은 곳은 통풍에 유의해야 한다. 대량증식을 위해서는 씨앗번식이나 삽목 또는 접목을 하게 된다.
333,33,냉이,Shepherd's purse,나의 모든 것을 바칩니다.,냉이만큼 생존력이 강한 것도 드물 것이다. 우리나라 전역의 밭이나 야산에 흔히 나는 대표적인 봄나물이다. 어린잎과 뿌리를 나물로 무쳐먹거나 국으로 끓여먹는다.,"추위에도 강하고 특별한 관리없이 산이나 들, 밭 어디서나 잘 자란다. 대량으로 재배할 경우에는 흰 꽃이 지고 난 뒤 6-7월경 그 자리에서 맺는 씨앗꼬투리(그 안에 약 20-40개의 씨앗이 들어있음)를 따서 바로 뿌리면 된다."
334,32,남천,Heavenly bamboo,지속적인 사랑,"남부지방에서는 화단이나 정원용으로 흔히 심기며, 중부이북에서는 실내정원을 만드는데 빠지지 않고 쓰인다. 최근 실내관엽용으로 키 작은 품종들이 나오고 있다. 지구온난화 현상으로 중부지방에서도 지역에 따라 바깥에서 겨울을 날수 있어 정원용으로 확대 이용될 전망이다.",가을에 온도가 낮아지면 잎색은 변하지만 낙엽으로 떨어지진 않는다. 사질토양에서는 자라기 힘드나 건조에는 강한 편이다. 씨앗번식도 가능하나 발아하는데 시간이 오래 걸리기 때문에 삽목이 좋다.
335,31,네펜데스,"Monkey cup, Tropical pitcher plant",끈기,"식충식물이라는 측면에서 새로운 분화식물로 자리잡아 가고 있다. 초, 중등학교 교육용으로도 좋으며, 가정용은 물론 사무실 실내식물로 이용범위가 점차 늘어가고 있다. 중고등학교 학생들의 선물용으로도 허브 다음으로 인기다.",많은 식충식물의 자생지가 산성토양 또는 산성을 띠는 습지인데 여기서는 식물이 성장에 필요한 질소화합물을 뿌리를 통해 흡수할 수 없어 벌레를 먹이로 이용하여 질소급원으로 이용하는 것이다. 물은 습도유지가 중요하여 저면으로 주는 게 좋고 여름철에는 스프레이를 자주해준다.
336,30,칼세올라리아,"Slipperwort, Pocketbook Plant",나의 재산을 드립니다.,"가을에 파종하는 일년 초화류로 흔히 재배되고 있으며, 봄과 여름사이의 화단용으로 많이 쓰이고 있고 다른 초화분화처럼 3-4월에 분화로도 많이 이용된다.",이 식물은 원래 고향이 고산지대라 15-20℃의 중저온에서 잘 자라며 고온에서는 연약해지고 특히 30℃이상으로 올라가면 생육이 현저히 나빠진다. 온도가 너무 낮아도 안되는데 0℃이하로 내려가면 동해를 받는다.
337,29,괭이눈 ,Golden saxifraga,순간의 아름다움,키가 작고 모양이 정연하여 분화용이나 지피식물로 이용이 가능하다. 자생지 환경이 반 그늘진 곳으로 습기가 충분한 곳이므로 실내나 지피용으로 이용할 때는 어느 정도의 햇볕과 충분한 수분유지가 중요할 것으로 생각된다. 어린 순을 나물로 쓰기도 한다.,아직 일반적으로 재배되는 품목이 아니다. 자생지 환경을 고려한다면 여름철에 통풍과 환기에 유의하면서 고온다습한 환경에 특히 조심해야 할 것으로 보인다. 씨앗을 뿌려서 번식해도 좋으며 포기나누기도 잘 된다.
338,28,프리뮬러,English primrose,소년시절의 희망,꽃이 작고 모양이 아름다우며 꽃색도 종류가 많아 분화용으로 가장 많이 쓰인다. 식물원이나 공원에서 화단용으로도 흔히 식재한다. 암석정원에서도 바위틈에 심으면 매우 관상가치가 높다.,프리뮬러는 원래 고향이 고산지역이라 햇볕을 좋아하고 내한성이 강해 우리나라 어디서든 월동은 가능하지만 여름철 더위에는 매우 약하다. 따라서 여름철에는 그늘을 만들어 시원하게 유지해 주는 것이 중요하다. 씨앗으로 번식하기도 하지만 가을철에 포기나누기를 해도 된다. 요즘은 개량 품종들은 일년생으로 F1품종들이 많아 봄에 화원에서 몇 개 구입하여 다양한 종류를 관상하는 것도 바람직하다.
339,27,구상나무,Korean fir,기개,"수형이 곧고 피라미드 모양의 층을 이루며 자라는 습성이 있어 일반 가정의 정원수로는 물론 공원, 학교 등 조경용으로 흔히 이용된다. 봄에 나오는 연녹색의 신초나 가을에 맺는 원통형의 열매도 관상가치가 뛰어나다. 나무 결이 좋고 튼튼하여 가구재, 건축재로도 쓰인다. 우리가 관상용으로 품종을 개발해 외국으로 수출할 수 있는 가능성이 큰 식물이다.","추위나 음지에도 강하고 맹아력도 좋아 전국 어디서든 잘 자란다. 반면에 공해에 약하고 생장은 좀 늦은 편이다. 너무 건조하지 않고 배수가 잘되는 토양이 좋고 반그늘, 양지 모두 좋지만 여름철 무더위는 조심해야 한다. 10월에 잘 익은 열매를 따서 바로 뿌리거나 땅에 묻어두었다 봄에 뿌린다."
340,26,꽝꽝나무,Japanese holly,굳은 의지,"나무가 단단하고 작으며 잎은 물론 까만 열매도 아름다워 남부지역에서는 정원수로 많이 심으며, 나무의 조직이 치밀하고 자라는 속도가 느리기 때문에 수형잡기가 쉬워 분재로도 쓴다. 재질이 튼튼하여 조각재로 쓰이고 열매는 염료식물로도 이용된다.","햇볕이 잘 들고 거름기가 좀 있는 정원이면 기르는데 별 어려움이 없다. 열매가 검은 색으로 익으면 늦지 않게 따서 과육을 물로 씻어낸 다음 바로 뿌리거나 땅에 묻어두었다가 봄에 뿌린다. 삽목은 4월에는 전년도에 자란 가지를, 6-7월에는 당년도에 자란 가지를 잘라 삽목하면 쉽게 뿌리를 내린다."
341,25,산호수 ,Ardisia,"용감, 총명",잎이 늘 녹색을 띠며 줄기가 옆으로 뻗는 특성이 있고 가을에 맺는 열매가 일품으로 분화용이나 실내조경용으로 많이 이용되고 있다. 특히 키가 작고 분지력이 좋은 데다 실내 그늘진 곳에서도 잘 자란다. 일본에서 인기가 많아 분화용으로 수출하기도 한다.,자생식물 중 광도가 낮은 곳에서도 잘 자라는 몇 안 되는 식물 중의 하나이다. 추위에 약해 중부이북에서는 바깥에서 월동이 어렵다. 반 그늘진 곳을 좋아하며 어느 정도 습기유지가 중요하다. 씨앗을 12-4월에 따서 과육을 제거하고 뿌리거나 봄 또는 여름에 줄기를 삽목하면 잘 번식한다.
342,24,굴거리나무,Sloumi,자리를 내어줌,"굴거리나무가 자랄 수 있는 북방한계선은 내륙으로는 내장산, 해안으로는 안면도까지 자생한다. 잎모양과 잎자루가 특이하고 키가 그리 크지 않아 월동이 가능한 지역에서는 정원수로 훌륭한 소재다. 화분에 심어 실내 분화용으로 이용해도 어느 외국 관엽류 못지않게 아름다우며 잎을 잘라 꽃꽂이 소재로도 쓴다.",씨앗을 가을에 따서 과육을 벗긴 다음 바로 뿌려도 되고 땅속에 묻어 두었다가 이른 봄에 뿌린다. 6-7월 장마철 공기 중에 습도가 높을 때 삽목해도 된다. 옮겨심기를 싫어하는 편으로 봄에 새잎이 나오기 전이나 장마철에 옮겨주면 그나마 피해를 덜 받는다.
343,23,사스레피나무 ,Japanese eurya,당신은 소중합니다.,잎이 상록성으로 연중이용이 가능하여 꽃꽂이나 화환제작 등에 가지나 줄기를 잘라 이용한다. 특히 일본에서는 제례용 소재로 많이 이용된다. 잎 모양이 좋고 열매도 아름다워 남부에서는 정원수로도 훌륭한 소재이다.,씨앗은 가을에 익은 다음 따서 열매의 과육을 제거 후 바로 뿌리거나 땅에 묻었다가 이듬해 뿌린다. 삽목은 4월 하순경에 새로 나온 가지를 꺾꽂이하여 번식한다.
344,22,호랑가시나무,Holley tree,보호,"자생 호랑가시나무는 추위에 약한 편이지만 개량된 원예종들은 전국에서 월동이 가능하다. 연중 늘 푸르게 빛나는 잎도 좋지만 특히 가을철 이후 달리는 빨간 열매가 일품이다. 봄에 짧게 피는 하얀 꽃도 향기가 좋다. 정원수, 가로수, 생울타리용으로 보편화 되어 있다. 실내용으로 가시때문에 가정에서는 제한적이만 사무실 같은 공공건물 같은 곳에서는 이용할 수 있다. 잎, 열매, 줄기, 뿌리 모두 약재로 쓰이기도 한다.",가을에 씨앗을 따서 과육을 잘 씻어낸 다음 땅속에 묻어두었다가 이듬해 봄에 뿌린다. 삽목은 3-4월에 전년도에 나온 가지를 이용하거나 6-7월 장마철에 당년에 나온 가지를 10-15cm로 잘라 삽목하면 된다. 정원에서 기를 때는 햇볕이 잘 들고 물빠짐이 좋아야 한다.
345,21,파초,Japanese fiber banana ,기다림,"제주와 남부지역에서는 정원이나 화단에서, 그 밖의 지역에서는 실내정원에 심거나 화분에 심어 관엽으로 이용한다. 정원에 심어 놓으면 한여름에 무척 보기 좋다.","파초류는 야자처럼 흡지(根莖)로 번식하는 것이 보통이며 남부지역에서는 노지월동이 가능하다. 꽃은 여름에 피는데 잎속에서 꽃대가 자라나오며 잎처럼 생긴 포안에 15개정도의 꽃이 바나나처럼 두 줄로 달리며 꽃이 핀 뒤 이 포는 떨어진다. 온실에서 분화용으로 기를 때는 분화용토가 좋아야 하며, 충분한 광선이 필요하지만 한 여름에는 어느 정도 차광이 필요하다. 봄부터 여름까지는 물을 자주 줘야 하며 한 달에 한번씩 액비를 공급한다. 겨울동안에도 습기를 충분히 있어야한다."
346,20,우단일엽 ,Felt fern,작은 평화,양치식물 중의 하나로 착생란처럼 바위나 나무줄기 겉에 붙어서 자라기 때문에 석부작이나 목부작 같은 분경용으로 적합하다. 실내조경용으로 베란다 화단의 바위틈 같은 곳에 붙여도 관상가치가 뛰어나다.,일정한 습도유지가 중요하다. 추위에는 강한 편으로 가온이 잘 안되는 베란다에서도 월동이 가능하다. 잎 이면에 붙어있는 포자를 떼어 번식한다. 별도로 대량번식을 위해서는 조직배양실에서 포자를 체계적으로 배양(포자낭→전엽체→포자체→식물체)하여야 한다.
347,19,아프리칸 바이올렛,African violet,작은사랑,"식물이 작아 아래 작은 공간에서도 얼마든지 기르기 쉽다. 다양한 종류를 모둠으로 모아 심어도 좋고, 집안 어디에나 잘 어울리는데 특히 거실창가나 부엌 및 사무실 창틀에 놓으면 보기 좋다.","잎에 물기가 닿지 않도록 하는 것이 중요하고 노지에서는 무더운 여름과 추운 겨울을 피해야 한다. 잎, 줄기, 뿌리가 매우 부드러우니 옮겨 심을 때는 주의해야 한다. 씨앗번식도 가능하며 잎꽂이로 간단하고 쉽게 번식할 수 있다."
348,18,팔손이,Japanese aralia,"분별, 비밀","남부지역에서는 노지월동이 가능하여 고급 정원수로 쓰인다. 중부나 중부 이부에서는 실내 관엽식물로 자리잡아가고 있다. 팔손이나무는 생장속도가 빠르고 음지나 추위에도 어느 정도 강하며, 공해에 매우 강하기 때문에 잘 개발하면 쓰임새가 아주 많은 식물이다. 잎은 한방에서 거담제로 쓰이기도 한다.",씨앗이나 삽목번식 모두 가능하다. 씨앗은 4-5월에 따자마자 뿌린다. 삽목은 봄이나 여름 장마철에 하면 쉽게 뿌리가 내린다. 분화용으로 가정에서 기를 때 분화용토는 물빠짐이 좋아야 한다.
349,17,벤자민고무나무,"Benjamine tree, Weeping fig",변덕쟁이,잎의 질감이 좋아 실내식물로 주로 이용되는 품목 중의 하나이다. 원예종으로 잎에 무늬가 있는 것도 많다. 햇볕에 조금 민감하여 조금만 햇볕이 강하면 잎이 황변하며 너무 약하면 도장하거나 약해진다. 잎의 질감이 좋아 가지를 잘라 꽃꽂이용으로 쓰기도 한다.,"자생지에서는 20m 이상까지 크게 자라는 나무이나 분화용으로는 2m정도면 좋다. 겨울에도 12℃이상은 되어야 월동할 수 있다. 반 그늘진 곳을 좋아하는데, 여름에는 괜찮지만 봄, 가을에는 햇볕이 지나치면 잎이 타기도 한다."
350,16,크로커스 ,Crocus,"믿는 기쁨, 청춘의 기쁨","이른 봄에 화사한 꽃을 피워주기 때문에 화단 또는 분화용으로 흔히 이용된다. 꽃은 컵처럼 생겼으며 꽃색은 백, 크림, 노랑, 황금, 라벤다, 자주색 등 다양하며 봄에 피는 것과 가을에 피는 것이 있다. 자연 상태에서는 봄에 피는 것이 많으며 매우 이른 봄에 피는데 우리 자생화인 복수초처럼 눈 덮인 땅 위에서 꽃이 눈을 뚫고 나오는 종도 있다. 꽃 모양이 예쁘고 꽃이 지고 난 뒤 나오는 잎들도 정연하여 인기가 높아 현재는 무수히 많은 원예품종들이 개발되어 있다.","크로커스는 섬유질로 덮인 알뿌리로 번식한다. 꽃이 지고 나면 잎이 나오고 본격적으로 알뿌리가 비대되는데, 가을에 알뿌리를 나눠 심는다. 노지에서 월동할 수 있으며 자라기 적합한 온도는 16-25℃로 햇볕이 잘 드는 곳이 좋으며 여름 고온기에는 그늘을 지어줘 시원하게 해 줘야 한다."
